年,月,供應商,材料名稱,數量,單位,金額,資料來源,備註,項目,據點,用電量(kWh),T&D損失比例(%),上游燃料排放估比(gCO2e/kWh),運輸類型,運具,距離(km),重量(kg),裝載率(%),廢棄物類別,數量(kg),處理方式,交通工具,夜宿(晚),交通方式,通勤人數,每人每日單趟距離(km),每月上班天數
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,125.6,679.9,67.5,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,154.2,498.3,62.5,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,180.6,260.2,73.9,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,209.3,466.4,87.8,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,98.3,218.1,62.7,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,138.8,523.3,75.4,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,188.2,517.4,88.2,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,107.2,482.1,83.8,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,223.1,612.0,82.7,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,257.0,291.3,88.0,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,116.3,430.1,88.8,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,135.5,343.0,66.6,,,,,,,,,
2024,10,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,169.3,422.1,76.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,220.1,506.5,68.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,128.4,356.2,65.3,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,196.9,504.6,78.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,234.7,562.2,64.1,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,217.9,477.4,71.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,222.1,361.7,85.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,153.2,458.5,60.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,151.6,369.2,69.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,217.9,245.0,78.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,234.0,250.0,73.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,142.1,416.2,68.5,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,150.2,422.7,78.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,103.7,426.1,81.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,225.6,396.7,68.3,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,250.2,442.2,66.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,225.0,561.3,62.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,212.8,500.4,70.3,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,207.6,341.2,67.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,68.9,495.0,66.1,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,107.1,669.0,72.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,150.4,663.7,72.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,223.3,405.0,73.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,80.4,524.4,85.5,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,160.9,444.0,79.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,239.0,486.1,78.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,174.1,469.1,65.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,148.4,413.4,75.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,136.1,399.1,86.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,162.0,637.2,74.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,167.4,442.3,69.1,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,193.9,552.5,72.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,308.6,333.9,87.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,196.9,621.7,84.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,169.8,411.8,77.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,291.0,485.5,67.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,344.4,438.7,62.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,135.5,520.9,78.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,67.7,461.0,62.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,203.7,401.0,88.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,278.6,307.9,77.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,279.9,500.1,71.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,118.4,452.1,68.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,204.1,296.6,73.0,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,197.8,293.8,75.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,254.1,488.8,61.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,155.2,332.3,62.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,95.2,304.1,71.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,84.1,525.3,89.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,199.3,373.6,62.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,166.1,267.3,62.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,117.1,258.6,81.5,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,325.3,612.3,76.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,165.4,181.6,64.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,203.7,476.6,87.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,219.9,317.8,67.5,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,94.7,544.8,66.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,225.3,323.2,83.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,192.5,497.6,74.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,268.8,458.2,79.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,222.2,349.5,85.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,61.8,606.9,82.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,323.0,362.8,67.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,59.8,453.1,88.5,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,130.3,374.5,84.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,152.7,512.0,71.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,117.3,330.6,64.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,193.2,262.4,68.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,197.8,369.8,71.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,226.5,539.3,60.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,97.9,407.1,64.7,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,206.4,315.1,81.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,118.0,484.0,76.2,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,139.3,522.2,63.0,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,104.8,372.0,66.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,314.3,482.8,80.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,208.2,411.8,76.8,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,195.4,493.4,81.4,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,173.2,470.5,69.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,180.3,411.5,83.0,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,87.5,287.2,69.5,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,218.1,372.7,86.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,152.3,303.1,75.6,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,189.7,363.1,81.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,169.6,366.8,75.3,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,93.4,446.2,81.3,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,146.0,430.2,61.0,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,174.0,556.7,60.9,,,,,,,,,
2024,11,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,202.5,518.7,67.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,215.3,535.6,60.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,140.9,577.6,66.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,130.6,499.8,71.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,166.8,184.2,72.1,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,107.1,619.9,81.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,156.3,392.3,76.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,184.7,553.3,87.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,130.9,447.6,74.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,316.6,540.6,64.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,213.1,307.8,81.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,206.2,548.1,75.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,133.3,470.5,63.1,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,34.9,543.1,78.4,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,213.5,453.6,61.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,131.5,515.7,70.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,137.6,567.0,65.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,120.0,537.9,80.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,240.6,439.4,64.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,241.0,332.7,65.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,116.8,441.4,61.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,119.5,474.2,65.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,197.1,864.5,83.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,185.7,229.1,81.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,156.2,242.0,65.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,138.9,349.3,65.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,243.1,610.6,60.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,212.0,290.6,88.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,111.7,486.5,80.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,243.7,510.4,83.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,115.7,360.5,66.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,54.0,490.4,68.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,95.0,459.5,78.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,204.0,496.1,87.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,240.2,704.6,62.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,256.7,329.6,84.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,57.5,253.3,76.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,212.4,211.3,89.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,180.5,419.1,76.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,182.1,408.8,75.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,172.8,434.0,78.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,283.1,507.3,71.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,376.3,515.1,61.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,203.8,500.3,82.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,249.7,558.6,88.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,253.8,618.9,62.1,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,175.3,477.1,84.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,117.1,348.2,88.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,192.9,446.8,85.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,163.9,625.9,61.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,132.6,229.6,69.4,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,270.7,584.1,76.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,152.0,584.3,74.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,132.0,392.7,68.5,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,103.7,427.9,77.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,203.6,671.3,86.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,157.3,421.3,66.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,227.9,145.3,69.1,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,137.2,653.1,66.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,153.5,499.7,70.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,184.5,603.8,64.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,280.7,370.9,60.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,136.7,581.5,87.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,195.6,450.0,71.1,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,199.6,164.6,67.7,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,194.8,494.5,60.1,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,147.5,523.6,78.4,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,186.0,364.1,65.6,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,153.5,338.0,69.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,73.7,518.2,77.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,241.3,633.4,68.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,151.7,468.2,86.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,247.3,205.4,71.4,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,201.5,382.8,85.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,211.1,498.9,75.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,92.1,460.7,61.3,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,158.2,551.3,69.8,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,200.3,492.3,65.0,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,238.1,187.6,87.2,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,224.2,433.5,74.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,286.3,313.6,84.9,,,,,,,,,
2024,12,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,172.1,268.3,83.7,,,,,,,,,
2024,1,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,一般事業廢棄物,819.5,焚化/掩埋,,,,,,
2024,1,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,資源回收(紙/塑),377.5,回收,,,,,,
2024,1,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢木棧板,90.0,回收再利用,,,,,,
2024,1,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢機油,0.4,再生處理,,,,,,
2024,2,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,一般事業廢棄物,877.8,焚化/掩埋,,,,,,
2024,2,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,資源回收(紙/塑),444.8,回收,,,,,,
2024,2,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢木棧板,101.9,回收再利用,,,,,,
2024,2,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢機油,0.5,再生處理,,,,,,
2024,3,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,一般事業廢棄物,871.1,焚化/掩埋,,,,,,
2024,3,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,資源回收(紙/塑),536.0,回收,,,,,,
2024,3,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢木棧板,107.8,回收再利用,,,,,,
2024,3,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢機油,0.4,再生處理,,,,,,
2024,4,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,一般事業廢棄物,922.3,焚化/掩埋,,,,,,
2024,4,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,資源回收(紙/塑),400.1,回收,,,,,,
2024,4,,,,,,清運/簽收聯單,模擬資料,,,,,,,,,,,廢木棧板,115.5,回收再利用,,,,,,
